,ElectDist,Reported %,Nicola (Democratic),Jeremy (Democratic),Chris (Republican >:) ),WRITE-IN,AD,ED
924,38015,0.7066232217009265,77.0,57.0,7.0,1.0,38,15
925,38016,0.16495566528571937,80.0,47.0,16.0,2.0,38,16
926,38017,0.23438859897223585,4.0,18.0,37.0,5.0,38,17
927,38018,0.12695470478315574,5.0,51.0,14.0,1.0,38,18
928,38019,0.5622554207493419,3.0,5.0,31.0,3.0,38,19
929,38020,0.7438751242175401,56.0,41.0,33.0,0.0,38,20
930,38021,0.24438424740196385,25.0,38.0,41.0,2.0,38,21
931,38022,0.3291189827203228,63.0,26.0,54.0,2.0,38,22
932,38023,0.2781275895731461,37.0,5.0,42.0,2.0,38,23
933,38024,0.792445068869589,22.0,64.0,30.0,0.0,38,24
934,38025,0.4681417453599259,61.0,45.0,14.0,1.0,38,25
935,38026,0.8296075407544024,6.0,57.0,51.0,0.0,38,26
936,38027,0.40482236106438363,34.0,55.0,21.0,1.0,38,27
937,38028,0.31927244836359725,53.0,50.0,49.0,4.0,38,28
938,38029,0.875787638678211,55.0,25.0,36.0,1.0,38,29
939,38030,0.6503559964395822,74.0,34.0,23.0,4.0,38,30
940,38031,0.2964932645953364,56.0,56.0,2.0,1.0,38,31
941,38032,0.867043547413794,26.0,43.0,37.0,2.0,38,32
942,38033,0.4039393959550025,54.0,32.0,14.0,4.0,38,33
943,38034,0.02551896297610634,49.0,57.0,48.0,3.0,38,34
944,38035,0.6999185620381987,45.0,52.0,31.0,3.0,38,35
945,38036,0.18623621458972694,30.0,46.0,21.0,3.0,38,36
946,38037,0.4346700124459155,59.0,19.0,23.0,0.0,38,37
947,38038,0.6155724980582769,52.0,44.0,20.0,4.0,38,38
948,38039,0.15685780976513475,58.0,74.0,58.0,3.0,38,39
949,38040,0.47251276834940814,70.0,19.0,34.0,1.0,38,40
950,38041,0.08099844366401321,29.0,76.0,36.0,4.0,38,41
951,38042,0.8654577715224935,22.0,24.0,7.0,1.0,38,42
952,38043,0.0021336426523265173,90.0,44.0,44.0,3.0,38,43
953,38044,0.5049971638560029,43.0,19.0,34.0,3.0,38,44
954,38045,0.9965635309501917,21.0,67.0,50.0,2.0,38,45
955,38046,0.5981783290881981,51.0,14.0,1.0,2.0,38,46
956,38047,0.5917150077275789,16.0,57.0,22.0,5.0,38,47
957,38048,0.1406403381589465,0.0,13.0,21.0,3.0,38,48
958,38049,0.6289649625155288,26.0,60.0,6.0,2.0,38,49
959,38050,0.805038648255894,10.0,20.0,2.0,0.0,38,50
960,38051,0.6098579383087437,40.0,17.0,27.0,2.0,38,51
961,38052,0.8108490387855174,91.0,28.0,21.0,0.0,38,52
962,38053,0.09685572944071386,37.0,37.0,36.0,1.0,38,53
963,38054,0.06578514887635123,61.0,68.0,60.0,2.0,38,54
964,39001,0.9920898668208187,89.0,56.0,12.0,0.0,39,1
965,39002,0.07869703954304264,71.0,61.0,53.0,3.0,39,2
966,39003,0.8923898006178621,13.0,1.0,17.0,2.0,39,3
967,39004,0.0921382005796576,68.0,44.0,36.0,2.0,39,4
968,39005,0.4990089145327966,21.0,6.0,43.0,2.0,39,5
969,39006,0.8392893230949972,51.0,12.0,35.0,2.0,39,6
970,39007,0.3172904413087525,34.0,44.0,45.0,1.0,39,7
971,39008,0.5373932918713242,56.0,50.0,59.0,1.0,39,8
972,39009,0.21757379574804503,83.0,45.0,41.0,1.0,39,9
973,39010,0.052499539376450244,57.0,34.0,51.0,5.0,39,10
974,39011,0.49275921291569447,20.0,76.0,55.0,2.0,39,11
975,39012,0.5040665237655451,51.0,60.0,28.0,2.0,39,12
976,39013,0.30275298253587424,74.0,42.0,18.0,2.0,39,13
977,39014,0.39524438091761893,47.0,61.0,16.0,2.0,39,14
978,39015,0.9774448569465706,37.0,29.0,41.0,4.0,39,15
979,39016,0.8893815725012809,39.0,44.0,16.0,5.0,39,16
980,39017,0.6769619501434838,22.0,42.0,27.0,1.0,39,17
981,39018,0.1355588891988332,99.0,32.0,20.0,1.0,39,18
982,39019,0.13238709107085,26.0,4.0,53.0,1.0,39,19
983,39020,0.015068435767078392,28.0,12.0,14.0,2.0,39,20
984,39021,0.9010487766165323,42.0,10.0,50.0,1.0,39,21
985,39022,0.011835277616614404,98.0,44.0,45.0,4.0,39,22
986,39023,0.7735643033043837,98.0,18.0,34.0,5.0,39,23
987,39024,0.11153622158232612,86.0,33.0,53.0,4.0,39,24
988,39025,0.7242204157196709,68.0,58.0,26.0,3.0,39,25
989,39026,0.2834844601875397,38.0,76.0,57.0,2.0,39,26
990,39027,0.06273356885126868,88.0,35.0,3.0,5.0,39,27
991,39028,0.7079228218174614,38.0,51.0,48.0,4.0,39,28
992,39029,0.9914320203945683,92.0,33.0,6.0,2.0,39,29
993,39030,0.29128766553280094,22.0,50.0,9.0,5.0,39,30
994,39031,0.7701379339713956,90.0,40.0,47.0,1.0,39,31
995,39032,0.1297691821712933,2.0,43.0,5.0,2.0,39,32
996,39033,0.9106890281868518,64.0,64.0,22.0,0.0,39,33
997,39034,0.446833022697238,49.0,25.0,29.0,1.0,39,34
998,39035,0.33944481122322234,77.0,22.0,9.0,1.0,39,35
999,39036,0.5952908305305837,40.0,32.0,48.0,2.0,39,36
1000,39037,0.6031113933878456,53.0,60.0,53.0,2.0,39,37
1001,39038,0.3434397626055503,30.0,20.0,33.0,3.0,39,38
1002,39039,0.8354090469878125,88.0,4.0,48.0,2.0,39,39
1003,39040,0.7169101649308065,99.0,33.0,39.0,4.0,39,40
1004,39041,0.728140756491201,82.0,43.0,30.0,4.0,39,41
1005,39042,0.8704895649453521,69.0,60.0,40.0,1.0,39,42
1006,39043,0.3506119675858279,77.0,49.0,42.0,1.0,39,43
1007,39044,0.7796670977736678,17.0,49.0,17.0,4.0,39,44
1008,39045,0.92563606328149,60.0,61.0,31.0,1.0,39,45
1009,39046,0.5710907654246249,65.0,75.0,13.0,1.0,39,46
1010,39047,0.7798767583756353,43.0,60.0,22.0,2.0,39,47
1011,39048,0.09128761363729132,92.0,76.0,31.0,3.0,39,48
1012,39049,0.19845502638694834,89.0,16.0,14.0,4.0,39,49
1013,39050,0.14422720536145806,2.0,32.0,16.0,3.0,39,50
1014,39051,0.5570691191762471,22.0,60.0,23.0,1.0,39,51
1015,39052,0.3409442535452962,38.0,39.0,22.0,4.0,39,52
1016,40001,0.3256002267681206,3.0,47.0,26.0,3.0,40,1
1017,40002,0.5151508213111309,5.0,18.0,24.0,4.0,40,2
1018,40003,0.07727370354981944,99.0,60.0,28.0,4.0,40,3
1019,40004,0.3093681876822998,2.0,11.0,15.0,4.0,40,4
1020,40005,0.7051765697377977,65.0,32.0,45.0,4.0,40,5
1021,40006,0.4505629563869965,16.0,22.0,2.0,3.0,40,6
1022,40007,0.9975837147005868,17.0,44.0,35.0,5.0,40,7
1023,40008,0.0101984642807873,90.0,6.0,38.0,0.0,40,8
1024,40009,0.6320091160973748,71.0,45.0,40.0,4.0,40,9
1025,40010,0.9514535816078175,4.0,71.0,41.0,1.0,40,10
1026,40011,0.7130376990430481,62.0,9.0,11.0,0.0,40,11
1027,40012,0.7839760910108926,74.0,66.0,15.0,1.0,40,12
1028,40013,0.8104685526150449,53.0,50.0,11.0,0.0,40,13
1029,40014,0.39011961765826164,18.0,22.0,0.0,2.0,40,14
1030,40015,0.2924273435272584,11.0,9.0,36.0,1.0,40,15
1031,40016,0.04719026927630976,7.0,9.0,9.0,2.0,40,16
1032,40017,0.8639957512774424,22.0,20.0,18.0,4.0,40,17
1033,40018,0.666638916711157,2.0,51.0,31.0,1.0,40,18
1034,40019,0.7968927370538096,4.0,42.0,33.0,3.0,40,19
1035,40020,0.21150623595664542,31.0,7.0,9.0,4.0,40,20
1036,40021,0.07409509008334358,30.0,26.0,12.0,1.0,40,21
1037,40022,0.11784171257811316,70.0,61.0,42.0,4.0,40,22
1038,40023,0.4800221842625494,74.0,62.0,27.0,4.0,40,23
1039,40024,0.23797645760696418,74.0,58.0,45.0,1.0,40,24
1040,40025,0.6329777942628297,85.0,58.0,26.0,4.0,40,25
1041,40026,0.3201537748672044,85.0,74.0,10.0,0.0,40,26
1042,40027,0.6613786740176439,12.0,51.0,37.0,2.0,40,27
1043,40028,0.5484756380394032,83.0,2.0,55.0,2.0,40,28
1044,40029,0.5163865137542676,66.0,23.0,12.0,2.0,40,29
1045,40030,0.8087393124546544,18.0,32.0,19.0,0.0,40,30
1046,40031,0.11140363129552988,72.0,34.0,48.0,2.0,40,31
1047,40032,0.8681794217836232,91.0,28.0,41.0,3.0,40,32
1048,40033,0.05394066681326015,44.0,32.0,46.0,3.0,40,33
1049,40034,0.054725983334972805,40.0,14.0,28.0,1.0,40,34
1050,40035,0.08550991206575143,83.0,49.0,6.0,3.0,40,35
1051,40036,0.9756916521774344,99.0,74.0,42.0,4.0,40,36
1052,40037,0.7327840074496553,24.0,14.0,33.0,2.0,40,37
1053,40038,0.5654318693045063,19.0,33.0,4.0,0.0,40,38
1054,40039,0.9128959810513799,60.0,65.0,51.0,2.0,40,39
1055,40040,0.413859719751578,61.0,78.0,53.0,5.0,40,40
1056,40041,0.9303110920696493,14.0,68.0,22.0,1.0,40,41
1057,40042,0.47964104958868337,14.0,57.0,24.0,3.0,40,42
1058,40043,0.20730748608530492,55.0,43.0,4.0,0.0,40,43
1059,40044,0.9892267445052318,45.0,6.0,48.0,2.0,40,44
1060,40045,0.6799945488164376,22.0,36.0,36.0,3.0,40,45
1061,40046,0.7968248713881485,0.0,54.0,5.0,2.0,40,46
1062,40047,0.6544261835621252,81.0,77.0,16.0,3.0,40,47
1063,41001,0.4473998589643867,81.0,61.0,50.0,1.0,41,1
1064,41002,0.7045759142231254,94.0,40.0,6.0,4.0,41,2
1065,41003,0.7466601447372007,70.0,33.0,21.0,2.0,41,3
1066,41004,0.6831293990136065,2.0,1.0,36.0,4.0,41,4
1067,41005,0.3849749942164329,96.0,72.0,36.0,3.0,41,5
1068,41006,0.5438670663722753,19.0,60.0,46.0,2.0,41,6
1069,41007,0.5798392977484423,50.0,72.0,40.0,1.0,41,7
1070,41008,0.736411068298992,52.0,29.0,7.0,4.0,41,8
1071,41009,0.07047108592104434,22.0,24.0,39.0,2.0,41,9
1072,41010,0.894605877459963,54.0,64.0,21.0,1.0,41,10
1073,41011,0.20885503690161478,71.0,17.0,38.0,5.0,41,11
1074,41012,0.39392525485991725,1.0,17.0,48.0,5.0,41,12
1075,41013,0.02065657235051388,54.0,0.0,59.0,2.0,41,13
1076,41014,0.9584258150937699,45.0,14.0,35.0,3.0,41,14
1077,41015,0.8445996779454594,24.0,78.0,24.0,0.0,41,15
1078,41016,0.4539423538717551,88.0,52.0,8.0,3.0,41,16
1079,41017,0.5318845147222446,50.0,26.0,43.0,3.0,41,17
1080,41018,0.5158757967849414,10.0,58.0,12.0,4.0,41,18
1081,41019,0.409461737472697,33.0,10.0,21.0,3.0,41,19
1082,41020,0.3271690526599026,2.0,55.0,27.0,5.0,41,20
1083,41021,0.7377171483418729,87.0,25.0,2.0,1.0,41,21
1084,41022,0.515941577474554,81.0,19.0,27.0,3.0,41,22
1085,41023,0.41317143055602346,86.0,9.0,18.0,1.0,41,23
1086,41024,0.6073504644502805,96.0,3.0,23.0,5.0,41,24
1087,41025,0.8622591983429548,43.0,44.0,9.0,0.0,41,25
1088,41026,0.8105611187315164,80.0,2.0,6.0,4.0,41,26
1089,41027,0.6160831392958116,56.0,49.0,53.0,4.0,41,27
1090,41028,0.617414012441279,9.0,52.0,43.0,5.0,41,28
1091,41029,0.9271990632715877,92.0,4.0,7.0,1.0,41,29
1092,41030,0.7500304001218315,14.0,62.0,30.0,3.0,41,30
1093,41031,0.5099542354471647,21.0,16.0,8.0,1.0,41,31
1094,41032,0.6984565019296504,65.0,0.0,47.0,0.0,41,32
1095,41033,0.4869959452383249,34.0,15.0,19.0,4.0,41,33
1096,41034,0.3634242584217138,53.0,40.0,24.0,1.0,41,34
1097,41035,0.8263667628687841,93.0,73.0,31.0,3.0,41,35
1098,41036,0.37453883967646373,96.0,2.0,53.0,4.0,41,36
1099,41037,0.4184439457388489,48.0,29.0,31.0,2.0,41,37
1100,41038,0.5925329489679944,52.0,7.0,52.0,5.0,41,38
1101,41039,0.09443726839899425,78.0,31.0,9.0,3.0,41,39
1102,41040,0.935042087309237,95.0,15.0,49.0,2.0,41,40
1103,41041,0.7986305393091769,30.0,79.0,21.0,5.0,41,41
1104,41042,0.7223810181851545,32.0,41.0,55.0,1.0,41,42
1105,41043,0.18456547345837504,60.0,26.0,55.0,4.0,41,43
1106,41044,0.20175201134559773,76.0,35.0,45.0,1.0,41,44
1107,41045,0.9080018085574517,34.0,2.0,56.0,2.0,41,45
1108,41046,0.8424604294306932,26.0,80.0,53.0,1.0,41,46
1109,41047,0.2900290032187476,63.0,32.0,38.0,3.0,41,47
1110,41048,0.5834738196547602,60.0,9.0,23.0,4.0,41,48
1111,41049,0.6282815522135333,80.0,71.0,14.0,3.0,41,49
1112,41050,0.5690699734107387,12.0,31.0,4.0,3.0,41,50
1113,41051,0.5540713778638997,45.0,52.0,48.0,1.0,41,51
1114,41052,0.07434516381598688,91.0,49.0,24.0,2.0,41,52
1115,41053,0.4061480658530153,22.0,17.0,17.0,5.0,41,53
1116,41054,0.6956379433088692,60.0,5.0,11.0,1.0,41,54
1117,41055,0.659207655015694,12.0,64.0,40.0,4.0,41,55
1118,41056,0.4299750371056732,29.0,17.0,8.0,4.0,41,56
1119,41057,0.7629610490645418,47.0,54.0,12.0,2.0,41,57
1120,41058,0.701410044030906,69.0,14.0,6.0,4.0,41,58
1121,41059,0.7578512537243983,25.0,24.0,48.0,5.0,41,59
1122,41060,0.3586084215967701,13.0,74.0,49.0,4.0,41,60
1123,41061,0.6642832218976278,27.0,45.0,3.0,4.0,41,61
1124,41062,0.12429558963744891,23.0,12.0,1.0,1.0,41,62
1125,41063,0.39732789051363293,27.0,29.0,51.0,3.0,41,63
1126,41064,0.22049007406020338,97.0,62.0,25.0,4.0,41,64
1127,41065,0.4518636924058559,18.0,74.0,35.0,5.0,41,65
1128,41066,0.27725268413150506,20.0,20.0,39.0,4.0,41,66
1129,41067,0.3508562428763893,33.0,18.0,55.0,2.0,41,67
1130,41068,0.8295140477029065,46.0,16.0,48.0,3.0,41,68
1131,41069,0.695125873704871,44.0,33.0,34.0,3.0,41,69
1132,41070,0.8089261161478151,40.0,72.0,58.0,4.0,41,70
1133,42001,0.01520077436547751,32.0,57.0,1.0,2.0,42,1
1134,42002,0.9896540326995525,45.0,39.0,23.0,4.0,42,2
1135,42003,0.8627079299002929,74.0,67.0,16.0,4.0,42,3
1136,42004,0.6562269295508202,80.0,54.0,44.0,3.0,42,4
1137,42005,0.6250244343732487,71.0,1.0,52.0,4.0,42,5
1138,42006,0.9768447627461163,2.0,27.0,36.0,3.0,42,6
1139,42007,0.46608693233884,64.0,8.0,31.0,1.0,42,7
1140,42008,0.2284025159299342,45.0,4.0,27.0,4.0,42,8
1141,42009,0.8063114717984521,53.0,47.0,54.0,1.0,42,9
1142,42010,0.34962937541343164,58.0,56.0,10.0,1.0,42,10
1143,42011,0.328855239149893,45.0,23.0,57.0,2.0,42,11
1144,42012,0.8544705136974237,56.0,29.0,14.0,2.0,42,12
1145,42013,0.7231538401218731,5.0,17.0,56.0,2.0,42,13
1146,42014,0.8140647843708769,67.0,53.0,19.0,1.0,42,14
1147,42015,0.3303525948953533,10.0,19.0,0.0,3.0,42,15
1148,42016,0.19733379298867593,67.0,38.0,7.0,1.0,42,16
1149,42017,0.05743237535783119,14.0,28.0,17.0,1.0,42,17
1150,42018,0.1519690016805667,84.0,59.0,13.0,0.0,42,18
1151,42019,0.3648665293883938,37.0,29.0,11.0,1.0,42,19
1152,42020,0.12665686172724144,86.0,28.0,23.0,4.0,42,20
1153,42021,0.4362974553700959,63.0,53.0,19.0,2.0,42,21
1154,42022,0.03793695109702855,62.0,45.0,3.0,0.0,42,22
1155,42023,0.3476827729043689,43.0,54.0,25.0,3.0,42,23
1156,42024,0.5590995333593837,50.0,47.0,16.0,1.0,42,24
1157,42025,0.5904227490111221,13.0,43.0,58.0,4.0,42,25
1158,42026,0.5825224242355547,67.0,37.0,0.0,0.0,42,26
1159,42027,0.2803267808377585,83.0,32.0,13.0,1.0,42,27
1160,42028,0.30089566790284794,1.0,15.0,23.0,4.0,42,28
1161,42029,0.2880581011360077,62.0,50.0,53.0,0.0,42,29
1162,42030,0.5787274288219969,34.0,6.0,25.0,3.0,42,30
1163,42031,0.543475540187577,44.0,38.0,17.0,5.0,42,31
1164,42032,0.974524709995086,69.0,6.0,48.0,1.0,42,32
1165,42033,0.39071753317183233,48.0,59.0,24.0,3.0,42,33
1166,42034,0.37336746733882664,8.0,8.0,11.0,1.0,42,34
1167,42035,0.6495118623431052,47.0,71.0,8.0,2.0,42,35
1168,42036,0.3018290138657166,62.0,18.0,47.0,5.0,42,36
1169,42037,0.5055315578360374,77.0,16.0,14.0,3.0,42,37
1170,42038,0.5552927382367054,92.0,26.0,39.0,3.0,42,38
1171,42039,0.9578960099580153,30.0,44.0,14.0,4.0,42,39
1172,42040,0.9088302579582546,31.0,52.0,16.0,3.0,42,40
1173,42041,0.5183011798325201,14.0,25.0,56.0,5.0,42,41
1174,42042,0.7042794069421203,29.0,17.0,42.0,0.0,42,42
1175,42043,0.9828885218909557,30.0,64.0,40.0,2.0,42,43
1176,42044,0.43536083683109916,93.0,15.0,43.0,0.0,42,44
1177,42045,0.7729068048301486,9.0,2.0,25.0,1.0,42,45
1178,42046,0.6643661741744342,50.0,9.0,10.0,5.0,42,46
1179,42047,0.7737992947877824,96.0,34.0,8.0,2.0,42,47
1180,42048,0.09538074537586838,24.0,50.0,25.0,4.0,42,48
1181,42049,0.3267942496135535,69.0,14.0,48.0,4.0,42,49
1182,42050,0.7494455383615111,26.0,22.0,45.0,5.0,42,50
1183,42051,0.2418075687938268,76.0,75.0,30.0,3.0,42,51
1184,42052,0.49244106579292934,63.0,30.0,56.0,4.0,42,52
1185,42053,0.920436404048914,87.0,70.0,12.0,3.0,42,53
1186,42054,0.8462165356903345,96.0,34.0,60.0,1.0,42,54
1187,42055,0.7311225403527049,8.0,19.0,56.0,5.0,42,55
1188,42056,0.7223323367678749,58.0,68.0,43.0,4.0,42,56
1189,42057,0.8249977224285439,41.0,43.0,30.0,3.0,42,57
1190,42058,0.4451321911590138,58.0,60.0,36.0,1.0,42,58
1191,43001,0.9188708614575457,93.0,26.0,56.0,4.0,43,1
1192,43002,0.9835786714151094,75.0,45.0,49.0,1.0,43,2
1193,43003,0.555051545336404,58.0,74.0,40.0,2.0,43,3
1194,43004,0.43566186647392235,72.0,34.0,42.0,4.0,43,4
1195,43005,0.18475758196280445,42.0,43.0,11.0,1.0,43,5
1196,43006,0.31891118062658386,65.0,16.0,31.0,2.0,43,6
1197,43007,0.5972681633600314,25.0,70.0,22.0,2.0,43,7
1198,43008,0.8808462161095764,52.0,27.0,36.0,4.0,43,8
1199,43009,0.5698411760730737,35.0,42.0,27.0,4.0,43,9
1200,43010,0.0072347949108902965,24.0,41.0,17.0,3.0,43,10
1201,43011,0.7934135000894734,14.0,29.0,24.0,3.0,43,11
1202,43012,0.816258301697804,56.0,1.0,51.0,4.0,43,12
1203,43013,0.212238985367464,87.0,23.0,22.0,3.0,43,13
1204,43014,0.27810213062251554,38.0,4.0,7.0,0.0,43,14
1205,43015,0.8234122862051609,37.0,17.0,37.0,4.0,43,15
1206,43016,0.07830671678690349,14.0,10.0,45.0,4.0,43,16
1207,43017,0.4866995124976826,78.0,26.0,49.0,3.0,43,17
1208,43018,0.32287002004560394,99.0,32.0,38.0,2.0,43,18
1209,43019,0.24302515326466068,55.0,71.0,28.0,2.0,43,19
1210,43020,0.8492980642876783,4.0,57.0,18.0,4.0,43,20
1211,43021,0.810074422265349,14.0,52.0,7.0,3.0,43,21
1212,43022,0.9839643482364714,81.0,58.0,37.0,1.0,43,22
1213,43023,0.342581520595892,3.0,16.0,54.0,2.0,43,23
1214,43024,0.9397787888039507,75.0,65.0,30.0,0.0,43,24
1215,43025,0.15216033397945405,71.0,13.0,38.0,0.0,43,25
1216,43026,0.818825980881782,43.0,79.0,14.0,4.0,43,26
1217,43027,0.22693628341271732,0.0,80.0,36.0,4.0,43,27
1218,43028,0.699012045199367,80.0,63.0,7.0,2.0,43,28
1219,43029,0.9288969247569165,43.0,28.0,60.0,5.0,43,29
1220,43030,0.7481396652741044,26.0,41.0,57.0,2.0,43,30
1221,43031,0.046366586901545936,12.0,37.0,42.0,4.0,43,31
1222,43032,0.10181210585625067,21.0,50.0,36.0,0.0,43,32
1223,43033,0.9474771216925439,77.0,74.0,9.0,4.0,43,33
1224,43034,0.9248384050507693,22.0,64.0,2.0,1.0,43,34
1225,43035,0.025439176147716847,39.0,44.0,34.0,3.0,43,35
1226,43036,0.13034958037829358,96.0,9.0,18.0,2.0,43,36
1227,43037,0.39806598576457164,37.0,8.0,38.0,2.0,43,37
1228,43038,0.5945992459872684,58.0,3.0,22.0,0.0,43,38
1229,43039,0.9878257846776305,13.0,71.0,33.0,1.0,43,39
1230,43040,0.3891553065900655,63.0,64.0,43.0,1.0,43,40
1231,43041,0.4794291103415673,51.0,56.0,40.0,4.0,43,41
1232,43042,0.8655059364986473,49.0,18.0,8.0,3.0,43,42
1233,43043,0.0688280390401409,75.0,4.0,11.0,3.0,43,43
1234,43044,0.48290411624632235,88.0,8.0,43.0,1.0,43,44
1235,43045,0.6620989283807197,52.0,65.0,28.0,3.0,43,45
1236,43046,0.9154989605219815,100.0,59.0,48.0,4.0,43,46
1237,43047,0.36019918343495694,1.0,17.0,23.0,1.0,43,47
1238,43048,0.5111092933895716,95.0,1.0,12.0,5.0,43,48
1239,43049,0.17773392170616575,48.0,38.0,23.0,3.0,43,49
1240,43050,0.03333858809911938,21.0,39.0,24.0,4.0,43,50
1241,43051,0.862572544369544,52.0,54.0,12.0,4.0,43,51
1242,43052,0.3650082890427877,97.0,68.0,32.0,0.0,43,52
1243,43053,0.6874122989401219,89.0,62.0,16.0,3.0,43,53
1244,43054,0.22698491200899618,56.0,34.0,31.0,3.0,43,54
1245,43055,0.7504364844885217,97.0,7.0,36.0,1.0,43,55
1246,43056,0.1869541628457435,64.0,42.0,16.0,5.0,43,56
1247,43057,0.5474430347941744,55.0,42.0,21.0,4.0,43,57
1248,43058,0.052215637219859,82.0,63.0,52.0,4.0,43,58
1249,43059,0.9780736951734499,7.0,52.0,54.0,1.0,43,59
1250,43060,0.24521679285415054,70.0,23.0,17.0,1.0,43,60
1251,43061,0.7073336039193859,69.0,44.0,25.0,1.0,43,61
1252,43062,0.5665417728002359,39.0,28.0,26.0,5.0,43,62
1253,43063,0.24974063458788065,61.0,12.0,23.0,1.0,43,63
1254,43064,0.2551226073559937,71.0,18.0,33.0,2.0,43,64
1255,43065,0.008821180917448435,75.0,25.0,37.0,3.0,43,65
1256,43066,0.60639103264368,92.0,43.0,48.0,1.0,43,66
1257,43067,0.5328285706171311,91.0,27.0,27.0,1.0,43,67
1258,43068,0.9217767657999218,72.0,22.0,27.0,3.0,43,68
1259,44001,0.27801226283517944,22.0,75.0,40.0,4.0,44,1
1260,44002,0.4055484261185074,32.0,44.0,23.0,2.0,44,2
1261,44003,0.022822557214363215,86.0,27.0,6.0,2.0,44,3
1262,44004,0.5282056607231326,17.0,4.0,32.0,0.0,44,4
1263,44005,0.9034547052719563,91.0,4.0,9.0,3.0,44,5
1264,44006,0.21652176884863528,4.0,76.0,7.0,2.0,44,6
1265,44007,0.9895286741843985,19.0,64.0,57.0,1.0,44,7
1266,44008,0.9465859889942582,43.0,79.0,37.0,1.0,44,8
1267,44009,0.871435937663959,45.0,30.0,45.0,3.0,44,9
1268,44010,0.6604569794974257,82.0,12.0,52.0,5.0,44,10
1269,44011,0.38501329209546975,83.0,28.0,29.0,5.0,44,11
1270,44012,0.04061793074689091,19.0,40.0,58.0,1.0,44,12
1271,44013,0.5408644803618088,6.0,15.0,5.0,1.0,44,13
1272,44014,0.20328963044577608,92.0,79.0,50.0,5.0,44,14
1273,44015,0.8265394065175492,30.0,57.0,5.0,3.0,44,15
1274,44016,0.10969467692862545,91.0,21.0,42.0,2.0,44,16
1275,44017,0.38686398704245384,76.0,47.0,48.0,2.0,44,17
1276,44018,0.8799468101421597,65.0,28.0,20.0,1.0,44,18
1277,44019,0.18811040907017051,28.0,57.0,42.0,4.0,44,19
1278,44020,0.894808455892023,93.0,46.0,44.0,2.0,44,20
1279,44021,0.040566698943642066,99.0,27.0,54.0,3.0,44,21
1280,44022,0.7703821183870332,63.0,14.0,17.0,2.0,44,22
1281,44023,0.01570234438673246,85.0,11.0,33.0,3.0,44,23
1282,44024,0.4510895188031374,87.0,38.0,13.0,4.0,44,24
1283,44025,0.9561991719532152,25.0,1.0,19.0,3.0,44,25
1284,44026,0.5109255476900725,69.0,59.0,3.0,5.0,44,26
1285,44027,0.6962917501353413,71.0,54.0,49.0,4.0,44,27
1286,44028,0.595642662597943,83.0,79.0,48.0,4.0,44,28
1287,44029,0.6630032524949917,100.0,78.0,37.0,3.0,44,29
1288,44030,0.586150824045432,10.0,49.0,53.0,1.0,44,30
1289,44031,0.631797553625952,86.0,42.0,58.0,0.0,44,31
1290,44032,0.9239606022373021,6.0,77.0,53.0,1.0,44,32
1291,44033,0.2462755129607903,32.0,39.0,5.0,1.0,44,33
1292,44034,0.06427699124443775,67.0,80.0,34.0,5.0,44,34
1293,44035,0.1745564934501792,60.0,65.0,34.0,4.0,44,35
1294,44036,0.4429850273336291,46.0,0.0,22.0,1.0,44,36
1295,44037,0.069437083034259,95.0,55.0,37.0,4.0,44,37
1296,44038,0.3473517240311631,60.0,11.0,5.0,4.0,44,38
1297,44039,0.8587116271737192,46.0,3.0,59.0,0.0,44,39
1298,44040,0.4347472406741918,71.0,78.0,14.0,2.0,44,40
1299,44041,0.5824742756506166,37.0,40.0,15.0,4.0,44,41
1300,44042,0.10345664060118975,73.0,77.0,4.0,3.0,44,42
1301,44043,0.7291876615285484,17.0,63.0,39.0,3.0,44,43
1302,44044,0.6771473906911389,22.0,49.0,7.0,1.0,44,44
1303,44045,0.881540250058039,36.0,17.0,3.0,3.0,44,45
1304,44046,0.5875136384244216,55.0,44.0,20.0,4.0,44,46
1305,44047,0.901003644908576,12.0,68.0,11.0,1.0,44,47
1306,44048,0.7458790887556889,83.0,37.0,28.0,3.0,44,48
1307,44049,0.6875415735498934,86.0,20.0,20.0,5.0,44,49
1308,44050,0.7363400451854802,98.0,67.0,16.0,1.0,44,50
1309,44051,0.9548887988094682,55.0,6.0,48.0,2.0,44,51
1310,44052,0.42558434576642623,50.0,24.0,9.0,4.0,44,52
1311,44053,0.5350648770214406,46.0,37.0,58.0,3.0,44,53
1312,44054,0.5084211938407385,43.0,31.0,3.0,1.0,44,54
1313,44055,0.03756700297207938,80.0,30.0,32.0,2.0,44,55
1314,44056,0.6763644373205677,59.0,67.0,27.0,2.0,44,56
1315,44057,0.3441604004479939,42.0,57.0,25.0,3.0,44,57
1316,44058,0.966335147658398,19.0,36.0,42.0,5.0,44,58
1317,44059,0.17112067955924026,21.0,13.0,35.0,1.0,44,59
1318,44060,0.5786172392612535,88.0,20.0,38.0,4.0,44,60
1319,44061,0.2552099245142827,62.0,68.0,7.0,4.0,44,61
1320,44062,0.24974776213439565,68.0,50.0,30.0,2.0,44,62
1321,44063,0.8450645812769009,73.0,67.0,11.0,4.0,44,63
1322,44064,0.29204431669576103,17.0,4.0,55.0,1.0,44,64
1323,44065,0.8826371302550753,2.0,80.0,58.0,3.0,44,65
1324,44066,0.16279623062205606,51.0,8.0,9.0,4.0,44,66
